ProblemType,Problem,Solution
Series of Functions,"Show that the trigonometric series
\[
\sum_{n=1}^\infty \frac{\sin n\theta}{n}
\]
converges uniformly to
\[
\frac{\pi - \theta}{2}
\]
on the interval $[\delta, 2\pi - \delta]$ for any $\delta > 0$.","The uniform convergence on any interval $[\delta, 2\pi - \delta]$ with $\delta > 0$ can be easily derived from Dirichlet's test (See Item 2 on p. 93). Thus it suffices to show that the limit function is $(\pi - \theta)/2$.

Put $\theta = 2\vartheta$ for brevity. Integrating the formula
\[
\frac{1}{2} + \sum_{n=1}^m \frac{\sin n\omega}{n} = \frac{\sin (2m+1)\vartheta}{2\sin \vartheta}
\]
from $0$ to $\omega \in [\delta, 2\pi - \delta]$, we obtain
\[
\frac{\omega}{2} + \sum_{n=1}^m \frac{\sin n\omega}{n} = \int_0^\omega \frac{\sin (2m+1)\vartheta}{\sin \vartheta} \, d\vartheta
= \int_0^\eta \frac{\sin (2m+1)\vartheta}{\sin \vartheta} \, d\vartheta,
\]
where $\omega = 2\eta$. We divide the last integral into two parts,
\[
\int_0^\eta \frac{\sin (2m+1)t}{t} \, dt + \int_0^\eta \phi(t) \sin (2m+1)t \, dt
\]
and call them $I_m(\eta)$ and $J_m(\eta)$ respectively, where
\[
\phi(t) = \frac{1}{\sin t} - \frac{1}{t}.
\]

Note that $\phi \in C^1(-\pi, \pi)$ if we define $\phi(0) = 0$.

Integrating by parts we get
\[
J_m(\eta) = -\frac{\phi(\eta)}{2m+1} \cos (2m+1)\eta + \frac{1}{2m+1} \int_0^\eta \phi'(t)\cos (2m+1)t \, dt,
\]
from which it is easily seen that
\[
|J_m(\eta)| < \frac{M_0 + \pi M_1}{2m+1},
\]
where $M_0$ and $M_1$ are the maxima of $|\phi|$ and $|\phi'|$ on the interval $[0, \pi - \delta/2]$ respectively. Thus $J_m(\eta)$ converges uniformly to $0$ as $m \to \infty$ on $[0, \pi - \delta/2]$.

We next deal with the integral $I_m(\eta)$. By the substitution $s = (2m+1)t$, we have
\[
I_m(\eta) = \int_0^{(2m+1)\eta} \frac{\sin s}{s} \, ds.
\]
Since $\frac{\pi}{2} = I_m(\pi/2) + J_m(\pi/2)$, we have for any $x > \pi$
\[
\left| \frac{\pi}{2} - \int_0^x \frac{\sin s}{s} \, ds \right| \leq \left| J_m\left(\frac{\pi}{2}\right) \right| + \int_{(2m+1)\pi/2}^x \frac{ds}{s},
\]
where $m_x$ is the largest integer satisfying $(2m+1)\pi \leq 2x$. Since the right-hand side converges to $0$ as $x \to \infty$, the improper integral
\[
\int_0^\infty \frac{\sin s}{s} \, ds
\]
exists and equals to $\pi/2$. Therefore
\[
\left| \frac{\omega}{2} + \sum_{n=1}^m \frac{\sin n\omega}{n} \right| \leq \left| J_m(\eta) \right| + \left| I_m(\eta) - \frac{\pi}{2} \right|
= \left| J_m(\eta) \right| + \left| \int_{(2m+1)\eta}^\infty \frac{\sin s}{s} \, ds \right|.
\]
The right-hand side clearly converges to $0$ uniformly in $\eta \in [\delta/2, \pi - \delta/2]$ as $m \to \infty$."
Series of Functions,"Suppose that \( f \in C^1(0,1) \) and \( \int_0^1 |f(x)| dx \) converges. Show that the Fourier series
\[
\frac{a_0}{2} + \sum_{n=1}^\infty \left( a_n \cos 2n\pi x + b_n \sin 2n\pi x \right)
\]
converges to \( f(x) \) in the interval \( (0,1) \).","For an arbitrary fixed $x \in (0, 1)$, let $s_n(x)$ be the $n$th partial sum of the Fourier series. Then we have
\[
s_n(x) = \frac{a_0}{2} + \sum_{k=1}^n \left(a_k \cos 2k\pi x + b_k \sin 2k\pi x\right)
= \int_0^1 f(t) \left(1 + 2 \sum_{k=1}^n \cos 2k\pi(t-x) \right) dt.
\]

Now, as we have already seen in \textbf{Solution 7.10}, the trigonometric sum in the big parentheses can be expressed in the ratio of sines; hence we obtain
\[
s_n(x) = \int_{-x}^{1-x} f(x+y) \frac{\sin (2n+1)\pi y}{\sin \pi y} \, dy.
\]

If $f(x) = 1$, then obviously $a_0 = 1$ and $a_n = b_n = 0$ for all $n \geq 1$; hence
\[
1 = \int_{-x}^{1-x} \frac{\sin (2n+1)\pi y}{\sin \pi y} \, dy.
\]

Therefore, we have
\[
s_n(x) - f(x) = \int_{-x}^{1-x} \varphi_x(y) \sin (2n+1)\pi y \, dy,
\]
where
\[
\varphi_x(y) = \frac{f(x+y) - f(x)}{\sin \pi y}.
\]

Clearly, $\varphi_x \in C(-x, 1-x)$ and the improper integral
\[
\int_{-x}^{1-x} |\varphi_x(y)| \, dy
\]
converges, since $f \in C^1(0, 1)$ and $\int_0^1 |f(x)| dx$ converges. Thus it follows from the remark after \textbf{Solution 5.1} that
\[
\lim_{n \to \infty} s_n(x) = f(x),
\]
in view of
\[
\int_{-x}^{1-x} \sin 2\pi y \, dy = \int_{-x}^{1-x} \cos 2\pi y \, dy = 0.
\]"
Series of Functions,"Let
\[
\sum_{n=1}^\infty a_n x^n
\]
be the Taylor series about \( x = 0 \) of the algebraic function
\[
f(x) = \frac{1 - \sqrt{1 - 4x}}{2}.
\]
Show that each \( a_n \) is a positive integer and that \( a_n \) is odd if and only if \( n \) is a power of 2.","It follows from
\[
\left( 1 - 2 \sum_{n=1}^\infty a_n x^n \right)^2 = 1 - 4x
\]
that $a_1 = 1$ and the recursion formula
\[
a_{n+1} = a_1 a_n + a_2 a_{n-1} + \cdots + a_n a_1
\]
holds for any positive integer $n$. This implies immediately that every $a_n$ is a positive integer; therefore
\[
a_{2k+1} = 2(a_1 a_{2k} + \cdots + a_k a_{k+1})
\]
is an even integer for any positive integer $k$.

Suppose now that there exists a non-negative integer $\ell$ such that $a_n$ is even for every $n = 2^\ell(2k+1)$ with $k \geq 1$. Then
\[
a_{2n} = 2(a_1 a_{2n-1} + a_2 a_{2n-2} + \cdots + a_{n-1} a_{n+1}) + a_n^2
\]
implies that $a_{2n}$ is also even for every
\[
n = 2^\ell(2k+1)
\]
with $k \geq 1$. Hence by induction every $a_n$ is shown to be even except for the case in which $n$ is a power of $2$. However, if $n$ is a power of $2$, we can similarly show that $a_n$ is odd, since $a_1$ is odd."
Approximation by Polynomials,"For any $f \in C[0, 1]$, the polynomial of degree $n$ defined by
\[
B_n(f; x) = \sum_{k=0}^n f\left(\frac{k}{n}\right) \binom{n}{k} x^k (1-x)^{n-k}
\]
is called the Bernstein polynomial. Show then that $B_n(f; x)$ converges to $f(x)$ uniformly on the interval $[0, 1]$.","For any positive $\epsilon$ it follows from the uniform continuity of $f$ that there is a positive $\delta$ such that $\lvert f(x) - f(y) \rvert < \epsilon$ for any $x$ and $y$ in the interval $[0, 1]$ with $\lvert x - y \rvert < \delta$. Let $M$ be the maximum of $\lvert f(x) \rvert$ on $[0, 1]$ and let $\{d_n\}$ be any monotone sequence of positive integers diverging to $\infty$ and satisfying $d_n = o(n)$ as $n \to \infty$. We divide the difference into two parts as follows:
\[
B_n(f; x) - f(x) = \sum_{k=0}^n \left( f\left(\frac{k}{n}\right) - f(x) \right) \binom{n}{k} x^k (1 - x)^{n-k} = S_0(x) + S_1(x),
\]
where in $S_0(x)$ the summation runs through the values of $k \in [0, n]$ for which $\lvert x - k/n \rvert \leq d_n / n$ and in $S_1(x)$ the summation runs through the remaining values of $k$.

Now we consider all sufficiently large $n$ satisfying $d_n / n < \delta$. For the sum $S_0(x)$, using $\lvert f(x) - f(k/n) \rvert < \epsilon$ we get
\[
\lvert S_0(x) \rvert \leq \epsilon \sum_{k=0}^n \binom{n}{k} x^k (1 - x)^{n-k} = \epsilon.
\]
On the other hand, for the sum $S_1(x)$, using $\lvert j - nx \rvert > d_n$ we obtain
\[
\lvert S_1(x) \rvert < 2M \sum_{k=0}^n \frac{(j - nx)^2}{d_n^2} \binom{n}{k} x^k (1 - x)^{n-k} 
= \frac{2M}{d_n^2} \left( n^2x^2 + nx(1 - x) - 2n^2x^2 + n^2x^2 \right) 
= \frac{2M}{d_n^2} nx(1 - x) \leq \frac{nM}{2d_n^2},
\]
where we used the fact that $B_n(1; x) = 1$, $B_n(x; x) = x$, and 
\[
B_n(x^2; x) = x^2 + \frac{x(1 - x)}{n}.
\]

We then take $d_n = \lfloor n^{2/3} \rfloor$ so that $d_n / \sqrt{n}$ diverges as $n \to \infty$. Hence we have $\lvert S_0(x) + S_1(x) \rvert < 2\epsilon$ for all sufficiently large $n$."
Approximation by Polynomials,"Show that there exists a sequence of polynomials with integral coefficients converging to $f \in C[0, 1]$ uniformly if $f(0) = f(1) = 0$.","The Bernstein polynomial for \(f\) defined in \textbf{Problem 8.1} is
\[
B_n(f; x) = \sum_{k=1}^{n-1} f\left(\frac{k}{n}\right) \binom{n}{k} x^k (1-x)^{n-k}.
\]

Since \(f(0) = f(1) = 0\), if \(n = p\) is a prime number, then the binomial coefficient \(\binom{p}{k}\) is clearly a multiple of \(p\) for every integer \(k \in [1, p)\). Hence,
\[
\widetilde{B}_p(f; x) = \sum_{k=1}^{p-1} \frac{1}{p} \binom{p}{k} \left\lfloor \frac{p}{k} \right\rfloor f\left(\frac{k}{p}\right) x^k (1-x)^{p-k}
\]
is a polynomial with integral coefficients where \(\lfloor x \rfloor\) denotes the integral part of \(x\). 

Since we have
\[
\left| B_p(f; x) - \widetilde{B}_p(f; x) \right| \leq \frac{1}{p} \sum_{k=1}^{p-1} \binom{p}{k} x^k (1-x)^{p-k} < \frac{1}{p},
\]
it is clear that \(\widetilde{B}_p(f; x)\) converges also to \(f(x)\) uniformly as \(p \to \infty\).
"
Approximation by Polynomials,Deduce the approximation theorem by trigonometric polynomials from Weierstrass' approximation theorem by polynomials.,"For any continuous periodic function with period $2\pi$, we write $f(x) = f_+(x) + f_-(x)$ where 
\[
f_{\pm}(x) = \frac{f(x) \pm f(-x)}{2}
\]
respectively. $f_{\pm}$ are also continuous periodic functions with the same period satisfying $f_+(-x) = f_+(x)$ and $f_-(x) + f_-(k\pi) = 0$. Note that $f_-(k\pi) = 0$ for any integer $k$.

For any $\epsilon > 0$ we can take a continuous odd function $\phi(x)$ with period $2\pi$ such that $|f_-(x) - \phi(x)| < \epsilon$ for any $x \in \mathbb{R}$ and that $\phi(x)$ vanishes on every point of some small neighborhoods of the points $k\pi$. Since $x = \arccos y$ maps the interval $[-1,1]$ onto $[0,\pi]$ homeomorphically, the functions 
\[
f_+(\arccos y) \quad \text{and} \quad \frac{\phi(\arccos y)}{\sin(\arccos y)}
\]
are continuous on the interval $[-1,1]$. Thus applying Weierstrass' approximation theorem to these functions, we can find certain polynomials $P(y)$ and $Q(y)$ satisfying
\[
|f_+(x) - P(\cos x)| < \epsilon \quad \text{and} \quad \left|\phi(x) - (\sin x) Q(\cos x)\right| < \epsilon
\]
for any $0 \leq x \leq \pi$. Moreover the inequalities hold for any $x \in \mathbb{R}$ by the evenness of $f_+(x)$ and $P(\cos x)$, by the oddness of $\phi(x)$ and $(\sin x) Q(\cos x)$ and, of course,

by the periodicity of these functions. We therefore obtain 
\[
|f(x) - P(\cos x) - (\sin x) Q(\cos x)| \leq |f_+(x) - P(\cos x)| + |f_-(x) - \phi(x)| + |\phi(x) - (\sin x)Q(\cos x)|
< 3\epsilon
\]
for any $x \in \mathbb{R}$. Finally it is easily verified that each $\cos^k x$ can be written as a linear combination of $1, \cos x, \ldots, \cos kx$ and that each $(\sin x) \cos^k x$ can be expressed as a linear combination of $\sin x, \sin 2x, \ldots, \sin kx$. This completes the proof."
Approximation by Polynomials,"For any $f \in C^1[0,1]$, show that $B_n'(f;x)$ converges to $f'(x)$ uniformly on the interval $[0,1]$, where $B_n(f;x)$ is the Bernstein polynomial.","Since
\[
B_n'(f;x) = \sum_{k=0}^n f\left(\frac{k}{n}\right) \binom{n}{k} \left( kx^{k-1}(1-x)^{n-k} - (n-k)x^k(1-x)^{n-k-1} \right),
\]
\[
= n \sum_{k=0}^{n-1} \left( f\left(\frac{k+1}{n}\right) - f\left(\frac{k}{n}\right) \right) \binom{n-1}{k} x^k (1-x)^{n-k-1},
\]
it follows from the mean value theorem that
\[
B_n'(f;x) = n \sum_{k=0}^{n-1} f'\left(\frac{k+\xi_k}{n}\right) \binom{n-1}{k} x^k (1-x)^{n-k-1},
\]
for some $\xi_k$ in the interval $(0,1)$. Since for any $\epsilon > 0$ there exists an integer $N$ such that $|f'(x) - f'(y)| < \epsilon$ for all $x$ and $y$ in $[0,1]$ with $|x-y| \leq 1/N$, we have
\[
\left| B_n'(f;x) - B_{n-1}'(f;x) \right| \leq \sum_{k=0}^{n-1} \left| f'\left(\frac{k+\xi_k}{n}\right) - f'\left(\frac{k}{n}\right) \right| \binom{n-1}{k} x^k (1-x)^{n-k-1},
\]
\[
< \epsilon \sum_{k=0}^{n-1} \binom{n-1}{k} x^k (1-x)^{n-k-1} = \epsilon,
\]
for all integers $n > N$."
Approximation by Polynomials,"Show that $f \in C[0,1]$ satisfies 
\[
\int_0^1 x^n f(x) \, dx = 0
\]
for all non-negative integers $n$ if and only if $f(x)$ vanishes everywhere on the interval $[0,1]$.","For any $\epsilon > 0$, there exists a polynomial $P(x)$ satisfying $\lvert f(x) - P(x) \rvert < \epsilon$ on the interval $[0,1]$ by Weierstrass' approximation theorem. Letting $M$ be the maximum of $\lvert f(x) \rvert$ on $[0,1]$, we get
\[
\int_0^1 f^2(x) \, dx = \int_0^1 (f(x) - P(x)) f(x) \, dx + \int_0^1 P(x) f(x) \, dx,
\]
\[
\leq \int_0^1 \lvert f(x) - P(x) \rvert \cdot \lvert f(x) \rvert \, dx < \epsilon M.
\]
Since $\epsilon$ is arbitrary, we have
\[
\int_0^1 f^2(x) \, dx = 0;
\]
hence $f(x)$ vanishes everywhere."
Approximation by Polynomials,"For all non-negative integers $n$, show that
\[
\int_0^\infty x^n (\sin x^{1/4}) \exp(-x^{1/4}) \, dx = 0.
\]","For brevity, put
\[
I_n = \int_0^\infty x^n e^{-x} \sin x \, dx \quad \text{and} \quad J_n = \int_0^\infty x^n e^{-x} \cos x \, dx
\]
for any non-negative integer $n$. By the substitution $t = x^{1/4}$, the given integral in the problem is equal to $4 I_{4n+3}$. By partial integration, we easily get
\[
\begin{cases}
I_n = \frac{n}{2} \left( I_{n-1} + J_{n-1} \right), \\
J_n = \frac{n}{2} \left( J_{n-1} - I_{n-1} \right),
\end{cases}
\]
for any positive integer $n$. Solving these recursion formulae with the initial condition $I_0 = J_0 = 1/2$, we obtain $I_n = 0$ for any integer $n$ satisfying $n \equiv 3 \, (\text{mod} \, 4)$."
Approximation by Polynomials,"Put $a_0 = 0$ and let $\{a_n\}_{n \geq 1}$ be a sequence of distinct positive numbers such that
\[
\frac{1}{a_1} + \frac{1}{a_2} + \cdots + \frac{1}{a_n} + \cdots
\]
diverges. Then show that $f \in C[0, 1]$ satisfies
\[
\int_0^1 x^{a_n} f(x) \, dx = 0
\]
for all $n \geq 0$ if and only if $f(x)$ vanishes everywhere on the interval $[0, 1]$.","Let $m$ be any positive integer satisfying $m \neq a_n$ for all $n \geq 0$. We first consider the definite integral
\[
I_n = \int_0^1 \big(x^m - c_0 - c_1 x^{a_1} - c_2 x^{a_2} - \cdots - c_n x^{a_n}\big)^2 dx
\]
for any positive integer $n$. Obviously $I_n$ is a polynomial in $c_0, c_1, \ldots, c_n$ of degree 2 and attains its minimum $I_n^*$ at some point $(s_0, s_1, \ldots, s_n) \in \mathbb{R}^{n+1}$, which is a unique solution of the system of $n+1$ linear equations:
\[
\sum_{j=0}^n \frac{s_j}{a_i + a_j + 1} = \frac{1}{m + a_i + 1} \quad \text{for } 0 \leq i \leq n.
\]
Here the coefficient matrix
\[
A = \bigg(\frac{1}{a_i + a_j + 1}\bigg)_{0 \leq i, j \leq n} \in M_{n+1}(\mathbb{R})
\]
is symmetric and the determinant can be written explicitly as
\[
\det A = \frac{\prod_{0 \leq i < j \leq n} (a_i - a_j)^2}{\prod_{0 \leq i, j \leq n} (a_i + a_j + 1)}.
\]
By using the Cauchy determinant, it follows that
\[
I_n^* = \frac{1}{2m + 1} - \frac{s_0}{m + a_0 + 1} - \frac{s_1}{m + a_1 + 1} - \cdots - \frac{s_n}{m + a_n + 1}.
\]
Combining the above equations, we have
\[
A
\begin{bmatrix}
s_0 \\ \vdots \\ s_n
\end{bmatrix}
=
\begin{bmatrix}
t \mathbf{a} \\
1
\end{bmatrix}
\quad \text{where } \mathbf{a} = \bigg(\frac{1}{m + a_0 + 1}, \ldots, \frac{1}{m + a_n + 1}\bigg) \in \mathbb{R}^{n+1}.
\]
Therefore we get
\[
I_n^* = \frac{\det B}{\det A},
\]
where
\[
B =
\begin{bmatrix}
A & t\mathbf{a} \\
\mathbf{a} & \frac{1}{2m + 1}
\end{bmatrix} \in M_{n+2}(\mathbb{R}),
\]
is again symmetric and $\det B$ can be obtained from the Cauchy determinant by substituting $a_{n+1}$ by $m$ formally. We thus have
\[
I_n^* = \frac{\det B}{\det A} = \frac{1}{2m + 1} \prod_{k=0}^n \bigg(\frac{a_k - m}{a_k + m + 1}\bigg)^2.
\]
Since
\[
\log \frac{|a_k - m|}{a_k + m + 1} = \log \bigg(1 - \frac{2m + 1}{a_k + m + 1}\bigg) \leq -\frac{2m + 1}{a_k + m + 1} \leq -\frac{m}{a_k},
\]
for any $k$ satisfying $a_k > m$ and $\sum_{k=1}^\infty 1/a_k = \infty$ by the assumption, we infer that $I_n^* \to 0$ as $n \to \infty$.

For any $\epsilon > 0$ we can take a sufficiently large $n$ and $(c_0, c_1, \ldots, c_n) \in \mathbb{R}^{n+1}$ such that
\[
\int_0^1 \big(x^m - c_0 - c_1 x^{a_1} - c_2 x^{a_2} - \cdots - c_n x^{a_n}\big)^2 dx < \epsilon.
\]
By the Cauchy-Schwarz inequality, we obtain
\[
\bigg(\int_0^1 x^m f(x) dx\bigg)^2 = \bigg(\int_0^1 \big(x^m - c_0 - c_1 x^{a_1} - c_2 x^{a_2} - \cdots - c_n x^{a_n}\big) f(x) dx\bigg)^2
\leq M \int_0^1 \big(x^m - c_0 - c_1 x^{a_1} - c_2 x^{a_2} - \cdots - c_n x^{a_n}\big)^2 dx < \epsilon M,
\]
where $M = \int_0^1 f^2(x) dx$. Since $\epsilon$ is arbitrary,
\[
\int_0^1 x^m f(x) dx = 0 \quad \text{for any positive integer } m \text{ satisfying } m \neq a_n \text{ for all } n \geq 0.
\]
Hence $\int_0^1 x^m f(x) dx = 0$ for all non-negative integers $n$ and $f(x)$ vanishes everywhere on the interval $[0, 1]$ by \textbf{Problem 8.5}.
\hfill"
Convex Functions,"Suppose that $f(x)$ is convex on an interval $I$. Show that
\[
f\left(\frac{x_1 + x_2 + \cdots + x_n}{n}\right) \leq \frac{f(x_1) + f(x_2) + \cdots + f(x_n)}{n}
\]
for arbitrary $n$ points $x_1, x_2, \ldots, x_n$ in $I$.","By \( m \) times applications of convexity for \( f \), we easily get
\[
f\left(\frac{x_1 + x_2 + \cdots + x_{2^m}}{2^m}\right) \leq \frac{f(x_1) + f(x_2) + \cdots + f(x_{2^m})}{2^m}
\]
for any \( 2^m \) points \( x_1, \ldots, x_{2^m} \) in \( I \). For any integer \( n \geq 3 \), we choose \( m \) satisfying \( n < 2^m \). Now adding to \( x_1, \ldots, x_n \) the new \( 2^m - n \) points
\[
x_{n+1} = \cdots = x_{2^m} = \frac{x_1 + x_2 + \cdots + x_{2^m}}{n}
\]
in \( I \), we have
\[
2^m f(y) \leq f(x_1) + \cdots + f(x_n) + (2^m - n) f\left(\frac{x_1 + x_2 + \cdots + x_n}{n}\right)
\]
where
\[
y = \frac{1}{2^m} \left(x_1 + x_2 + \cdots + x_n + (2^m - n) \frac{x_1 + x_2 + \cdots + x_n}{n} \right)
= \frac{x_1 + x_2 + \cdots + x_n}{n};
\]
namely
\[
f\left(\frac{x_1 + x_2 + \cdots + x_n}{n}\right) \leq \frac{f(x_1) + f(x_2) + \cdots + f(x_n)}{n}.
\]"
Convex Functions,Show that $f(x)$ is convex on an interval $I$ if and only if $e^{\lambda f(x)}$ is convex on $I$ for any positive $\lambda$.,"Suppose first that $f(x)$ is convex on the interval $I$. Since $e^{\lambda x}$ is convex and monotone increasing on $\mathbb{R}$, we have
\[
\exp\left(\lambda f\left(\frac{x_1 + x_2}{2}\right)\right) \leq \exp\left(\frac{\lambda f(x_1) + f(x_2)}{2}\right) \leq \frac{e^{\lambda f(x_1)} + e^{\lambda f(x_2)}}{2}
\]
for any $x_1$ and $x_2$ in $I$. Hence $e^{\lambda f(x)}$ is convex on $I$.

Conversely, suppose that $e^{\lambda f(x)}$ is convex on $I$ for any positive $\lambda$. The asymptotic expansions as $\lambda \to 0^+$ of both sides of the inequality
\[
\exp\left(\lambda f\left(\frac{x_1 + x_2}{2}\right)\right) \leq \frac{e^{\lambda f(x_1)} + e^{\lambda f(x_2)}}{2}
\]
give
\[
1 + \lambda f\left(\frac{x_1 + x_2}{2}\right) + O(\lambda^2) \leq 1 + \lambda \frac{f(x_1) + f(x_2)}{2} + O(\lambda^2),
\]
for any $x_1$ and $x_2$ in $I$, which implies the convexity of $f(x)$ on $I$. "
Convex Functions,"Suppose that $f(x)$ is convex and bounded above on an open interval $(a, b)$. Show then that $f(x)$ is continuous on $(a, b)$.","Suppose that $f(x) < K$ for some constant $K$. For an arbitrary fixed $y$ in the interval $(a, b)$ and any positive integer $n$, the points $y \pm n\delta$ belong to $(a, b)$ for all sufficiently small positive $\delta$. Of course $\delta$ depends on $n$. Applying the inequality described in \textbf{Problem 9.1} to the $n$ points $x_1 = y \pm n\delta, x_2 = \cdots = x_n = y$, we get
\[
f(y \pm \delta) \leq \frac{f(y \pm n\delta) + (n-1)f(y)}{n}
\]
respectively. Hence we have
\[
f(y + \delta) - f(y) \leq \frac{f(y + n\delta) - f(y)}{n} \leq \frac{K - f(y)}{n}
\]
and
\[
f(y) - f(y - \delta) \geq \frac{f(y) - f(y - n\delta)}{n} \geq \frac{f(y) - K}{n}.
\]

Since $f(y) - f(y - \delta) \leq f(y + \delta) - f(y)$ and $n$ is arbitrary, these mean that $f(x)$ is continuous at the point $y$. "
Convex Functions,"Suppose that $f(x)$ is convex and continuous on an interval $I$. Show that 
\[
f\left( \frac{\lambda_1 x_1 + \cdots + \lambda_n x_n}{\lambda_1 + \cdots + \lambda_n} \right) 
\leq 
\frac{\lambda_1 f(x_1) + \cdots + \lambda_n f(x_n)}{\lambda_1 + \cdots + \lambda_n}
\]
for any $n$ points $x_1, \dots, x_n$ in $I$ and any positive numbers $\lambda_1, \dots, \lambda_n$.","By the inequality in \textbf{Problem 9.1}, it is easily seen that
\[
f\left(\frac{k_1x_1 + \cdots + k_nx_n}{k_1 + \cdots + k_n}\right) \leq \frac{k_1f(x_1) + \cdots + k_nf(x_n)}{k_1 + \cdots + k_n}
\]
for any points $x_1, \dots, x_n$ in $I$ and any positive integers $k_1, \dots, k_n$. For any sufficiently large integer $N$, we take $k_j = \lfloor \lambda_j N / (\lambda_1 + \cdots + \lambda_n) \rfloor$ for each $1 \leq j \leq n$. Since
\[
\frac{k_j}{k_1 + \cdots + k_n} \to \frac{\lambda_j}{\lambda_1 + \cdots + \lambda_n}
\]
as $N \to \infty$, the required inequality follows from the continuity of $f$."
Convex Functions,"Suppose that $g \in C[a,b]$ and $p(x)$ is a non-negative continuous function defined on $[a,b]$ satisfying $\sigma = \int_a^b p(x) \, dx > 0$. Let $m$ and $M$ be the minimum and maximum of the function $g(x)$ on $[a,b]$, respectively. Suppose further that $f$ is a continuous convex function defined on $[m, M]$. Show then that
\[
f\left( \frac{1}{\sigma} \int_a^b g(x)p(x) \, dx \right) \leq \frac{1}{\sigma} \int_a^b f(g(x))p(x) \, dx.
\]","We divide the interval $[a, b]$ into $n$ equal parts and put
\[
\lambda_k = \int_{t_{k-1}}^{t_k} p(x) \, dx \geq 0;
\]
for any subinterval $[t_{k-1}, t_k]$ so that $\sigma = \sum_{k=1}^n \lambda_k$. It follows from the first mean value theorem that
\[
\int_{t_{k-1}}^{t_k} g(x)p(x) \, dx = \lambda_k g(\xi_k)
\]
for some $\xi_k \in (t_{k-1}, t_k)$. Applying the inequality in \textbf{Problem 9.4} to $n$ points $x_k = g(\xi_k)$ in $[m, M]$, we obtain
\[
f\left(\frac{1}{\sigma} \int_a^b g(x)p(x) \, dx\right) = f\left(\frac{1}{\sigma} \sum_{k=1}^n \lambda_k g(\xi_k)\right)
\]
\[
\leq \frac{1}{\sigma} \sum_{k=1}^n \lambda_k f(g(\xi_k))
= \frac{b - a}{\sigma n} \sum_{k=1}^n f(g(\xi_k)) p(\eta_k)
\]
for some $\eta_k \in (t_{k-1}, t_k)$. By the uniform continuity of $p(x)$, the difference between the expression on the right-hand side and one with $p(\xi_k)$ replaced by $p(\eta_k)$ is sufficiently small whenever $n$ is sufficiently large. Therefore the right-hand side converges to
\[
\frac{1}{\sigma} \int_a^b f(g(x))p(x) \, dx
\]
as $n \to \infty$."
Convex Functions,Show that any continuous convex function $f(x)$ on an open interval $I$ possesses a finite derivative except for at most countable points.,"Let \( f'_+(x) \) and \( f'_-(x) \) be the right- and left-hand derivatives of \( f \) at \( x \) respectively. First we will prove that \( f'_\pm(x) \) exist at every point \( x \) in the open interval \( I \). For brevity let \( \Delta(x,y) \) denote the difference quotient
\[
\Delta(x, y) = \frac{f(x) - f(y)}{x - y}
\]
for any \( x \neq y \) in \( I \). Let \( x < y < z \) be arbitrary three points in \( I \). Applying the inequality stated in \textbf{Problem 9.4} with \( \lambda_1 = z-y, x_1 = x \) and \( \lambda_2 = y-x, x_2 = z \),

we get \( y = (\lambda_1 x_1 + \lambda_2 x_2)/(\lambda_1 + \lambda_2) \) and
\[
f(y) \leq \frac{z-y}{z-x} f(x) + \frac{y-x}{z-x} f(z).
\]
Thus \( \Delta(x, y) \leq \Delta(y, z) \). Note that the above inequality can also be written as \( \Delta(x, y) \leq \Delta(x, z) \) or as \( \Delta(x, z) \leq \Delta(y, z) \). In particular, the quotients \( \Delta(x-h, x) \) and \( \Delta(x, x+h) \) are monotone increasing with respect to \( h > 0 \) and \( \Delta(x-h, x) \leq \Delta(x, x+h) \) holds for any \( h > 0 \) satisfying \( x \pm h \in I \). This means that both \( f'_+(x) \) and \( f'_-(x) \) certainly exist and satisfy \( f'_-(x) \leq f'_+(x) \).

Next for any points \( x < y \) in \( I \) we take a sufficiently small \( h > 0 \) satisfying \( x + h < y - h \). Then
\[
\Delta(x, x+h) \leq \Delta(x+h, y-h) \leq \Delta(y-h, y);
\]
hence, letting \( h \to 0^+ \) we obtain \( f'_+(x) \leq f'_-(y) \). Therefore if \( f(x) \) does not possess a finite differential coefficient at \( x_0 \), then it follows that \( f'_-(x_0) < f'_+(x_0) \). Moreover if we assign the point \( x_0 \) to the open interval \( (f'_-(x_0), f'_+(x_0)) \), then such intervals are disjoint each other. Therefore we can enumerate all such open intervals by labeling them, for example, in such a way that we count ones contained in \( (-n, n) \) and having the length \( > 1/n \) for each positive integer \( n \). \(\square\)"
